id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_12_years,male_12_years_to_16_years,male_16_years_to_18_years,male_children,male_18_years_and_above,female_below_12_years,female_12_years_to_16_years,female_16_years_to_18_years,female_children,female_18_years_and_above,transgender_below_12_years,transgender_12_years_to_16_years,transgender_16_years_to_18_years,transgender_children,transgender_18_years_and_above
255,2021,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
256,2021,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,0,0,0,49,0,0,17,17,37,NaN,NaN,NaN,NaN,NaN
257,2021,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,0,30,0,0,0,0,20,NaN,NaN,NaN,NaN,NaN
258,2021,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,1,1,2,9,2,3,1,6,36,NaN,NaN,NaN,NaN,NaN
259,2021,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,0,0,0,0,29,34,63,0,NaN,NaN,NaN,NaN,NaN
260,2021,Jammu And Kashmir,1,Budgam,2,Budgam,3,0,0,3,32,0,0,0,0,40,NaN,NaN,NaN,NaN,NaN
261,2021,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
262,2021,Jammu And Kashmir,1,Jammu,5,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
263,2021,Jammu And Kashmir,1,Doda,4,Doda,0,0,0,0,20,0,0,0,0,60,NaN,NaN,NaN,NaN,NaN
264,2021,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,1,1,2,19,0,1,5,6,30,NaN,NaN,NaN,NaN,NaN
265,2021,Jammu And Kashmir,1,Kupwara,8,Handwara,0,0,4,4,8,0,0,1,1,17,NaN,NaN,NaN,NaN,NaN
266,2021,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,0,212,0,0,0,0,386,NaN,NaN,NaN,NaN,NaN
267,2021,Jammu And Kashmir,1,Kathua,7,Kathua,7,3,2,12,37,7,5,23,35,142,NaN,NaN,NaN,NaN,NaN
268,2021,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,0,0,11,0,0,0,0,45,NaN,NaN,NaN,NaN,NaN
269,2021,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,0,27,0,0,0,0,45,NaN,NaN,NaN,NaN,NaN
270,2021,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,1,0,1,32,0,0,0,0,62,NaN,NaN,NaN,NaN,NaN
271,2021,Jammu And Kashmir,1,Poonch,10,Poonch,2,6,0,8,12,2,0,1,3,89,NaN,NaN,NaN,NaN,NaN
272,2021,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,0,21,0,0,0,0,16,NaN,NaN,NaN,NaN,NaN
273,2021,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,2,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN
274,2021,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
275,2021,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
276,2021,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,2,0,2,21,0,4,0,4,95,NaN,NaN,NaN,NaN,NaN
277,2021,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,0,0,7,0,0,0,0,52,NaN,NaN,NaN,NaN,NaN
278,2021,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,0,17,0,0,0,0,71,NaN,NaN,NaN,NaN,NaN
279,2021,Jammu And Kashmir,1,Samba,624,Samba,2,2,1,5,29,3,6,3,12,84,NaN,NaN,NaN,NaN,NaN
280,2021,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,0,0,7,0,2,7,9,30,NaN,NaN,NaN,NaN,NaN
281,2021,Jammu And Kashmir,1,Baramulla,3,Sopore,0,8,2,10,13,0,9,15,24,20,NaN,NaN,NaN,NaN,NaN
282,2021,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,0,8,8,112,0,0,3,3,124,NaN,NaN,NaN,NaN,NaN
283,2021,Jammu And Kashmir,1,Udhampur,14,Udhampur,2,2,3,7,47,2,10,20,32,117,NaN,NaN,NaN,NaN,NaN
284,2021,Jammu And Kashmir,1,Jammu,5,Cyber Crime Jammu,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
285,2021,Jammu And Kashmir,1,Jammu,5,Cyber Crime Kashmir,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
286,2021,Jammu And Kashmir,1,Jammu,5,Anti Narcotic Task Force Jammu,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
287,2021,Jharkhand,20,Bokaro,322,Bokaro,5,0,0,5,0,0,5,7,12,0,NaN,NaN,NaN,NaN,NaN
288,2021,Jharkhand,20,West Singhbhum,343,Chaibasa,0,1,0,1,0,1,0,3,4,0,NaN,NaN,NaN,NaN,NaN
289,2021,Jharkhand,20,Chatra,323,Chatra,6,1,1,8,11,2,4,7,13,22,NaN,NaN,NaN,NaN,NaN
290,2021,Jharkhand,20,Deoghar,324,Deoghar,0,3,1,4,0,1,4,4,9,0,NaN,NaN,NaN,NaN,NaN
291,2021,Jharkhand,20,Dhanbad,325,Dhanbad,0,2,1,3,2,0,1,1,2,1,NaN,NaN,NaN,NaN,NaN
292,2021,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,1,1,2,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN
293,2021,Jharkhand,20,Dumka,326,Dumka,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
294,2021,Jharkhand,20,Garhwa,328,Garhwa,12,5,6,23,34,9,8,5,22,42,NaN,NaN,NaN,NaN,NaN
295,2021,Jharkhand,20,Giridih,329,Giridih,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
296,2021,Jharkhand,20,Godda,330,Godda,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
297,2021,Jharkhand,20,Gumla,331,Gumla,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
298,2021,Jharkhand,20,Hazaribagh,332,Hazaribagh,5,3,3,11,32,3,8,6,17,33,NaN,NaN,NaN,NaN,NaN
299,2021,Jharkhand,20,East Singhbum,327,Jamshedpur,1,2,1,4,30,1,3,1,5,31,NaN,NaN,NaN,NaN,NaN
300,2021,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,3,0,1,0,1,0,NaN,NaN,NaN,NaN,NaN
301,2021,Jharkhand,20,Jamtara,333,Jamtara,2,1,2,5,19,4,4,11,19,32,NaN,NaN,NaN,NaN,NaN
302,2021,Jharkhand,20,Khunti,606,Khunti,6,2,0,8,0,16,12,2,30,0,NaN,NaN,NaN,NaN,NaN
303,2021,Jharkhand,20,Koderma,334,Koderma,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
304,2021,Jharkhand,20,Latehar,335,Latehar,2,2,3,7,13,4,5,4,13,11,NaN,NaN,NaN,NaN,NaN
305,2021,Jharkhand,20,Lohardaga,336,Lohardagga,1,4,9,14,15,5,8,20,33,46,NaN,NaN,NaN,NaN,NaN
306,2021,Jharkhand,20,Pakur,337,Pakur,0,1,0,1,0,0,4,2,6,0,NaN,NaN,NaN,NaN,NaN
307,2021,Jharkhand,20,Palamu,338,Palamu,2,6,3,11,0,5,13,10,28,0,NaN,NaN,NaN,NaN,NaN
308,2021,Jharkhand,20,Ramgarh,607,Ramgarh,0,0,2,2,4,0,1,3,4,17,NaN,NaN,NaN,NaN,NaN
309,2021,Jharkhand,20,Ranchi,339,Ranchi,0,11,15,26,24,0,7,10,17,12,NaN,NaN,NaN,NaN,NaN
310,2021,Jharkhand,20,Sahebganj,340,Sahebganj,1,2,16,19,9,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
311,2021,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
312,2021,Jharkhand,20,Simdega,342,Simdega,0,2,0,2,0,0,10,0,10,0,NaN,NaN,NaN,NaN,NaN
313,2021,Karnataka,29,Bagalkote,524,Bagalkot,14,0,0,14,71,12,1,0,13,165,NaN,NaN,NaN,NaN,NaN
314,2021,Karnataka,29,Bengaluru Urban,525,Bengaluru City,100,28,1,129,1496,150,24,11,185,2395,NaN,NaN,NaN,NaN,NaN
315,2021,Karnataka,29,Bengaluru Urban,525,Bengaluru District,15,12,13,40,306,15,7,0,22,592,NaN,NaN,NaN,NaN,NaN
316,2021,Karnataka,29,Belagavi,527,Belagavi District,4,2,0,6,140,6,0,1,7,295,NaN,NaN,NaN,NaN,NaN
317,2021,Karnataka,29,Ballari,528,Ballari,12,6,1,19,147,6,8,2,16,225,NaN,NaN,NaN,NaN,NaN
318,2021,Karnataka,29,Bidar,529,Bidar,4,2,4,10,52,3,1,5,9,100,NaN,NaN,NaN,NaN,NaN
319,2021,Karnataka,29,Vijayapura,530,Vijayapura,2,5,0,7,86,10,36,3,49,0,NaN,NaN,NaN,NaN,NaN
320,2021,Karnataka,29,Chikkaballapura,630,Chikkaballapura,14,1,5,20,90,13,2,0,15,362,NaN,NaN,NaN,NaN,NaN
321,2021,Karnataka,29,Chamarajanagara,531,Chamarajnagar,9,0,0,9,60,8,0,0,8,142,NaN,NaN,NaN,NaN,NaN
322,2021,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,18,0,0,18,89,1,2,10,13,226,NaN,NaN,NaN,NaN,NaN
323,2021,Karnataka,29,Chitradurga,533,Chitradurga,5,10,0,15,129,9,10,0,19,448,NaN,NaN,NaN,NaN,NaN
324,2021,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,3,1,0,4,84,5,1,0,6,79,NaN,NaN,NaN,NaN,NaN
325,2021,Karnataka,29,Davangere,535,Davanagere,0,0,1,1,178,0,0,358,358,385,NaN,NaN,NaN,NaN,NaN
326,2021,Karnataka,29,Dharwad,536,Dharwad,2,2,0,4,47,4,2,0,6,62,NaN,NaN,NaN,NaN,NaN
327,2021,Karnataka,29,Gadag,537,Gadag,7,2,1,10,50,0,0,14,14,131,NaN,NaN,NaN,NaN,NaN
328,2021,Karnataka,29,Kalaburagi,538,Kalaburgi,14,0,0,14,51,9,0,0,9,119,NaN,NaN,NaN,NaN,NaN
329,2021,Karnataka,29,Hassan,539,Hassan,6,9,0,15,127,5,10,0,15,251,NaN,NaN,NaN,NaN,NaN
330,2021,Karnataka,29,Haveri,540,Haveri,2,2,4,8,80,4,2,5,11,228,NaN,NaN,NaN,NaN,NaN
331,2021,Karnataka,29,Dharwad,536,Hubballi Dharwad City,2,2,4,8,92,4,3,2,9,148,NaN,NaN,NaN,NaN,NaN
332,2021,Karnataka,29,Belagavi,527,K.G.F.,5,0,0,5,27,4,1,0,5,101,NaN,NaN,NaN,NaN,NaN
333,2021,Karnataka,29,Kodagu,541,Kodagu,9,0,0,9,48,9,0,0,9,83,NaN,NaN,NaN,NaN,NaN
334,2021,Karnataka,29,Kolar,542,Kolar,10,4,4,18,61,4,2,2,8,221,NaN,NaN,NaN,NaN,NaN
335,2021,Karnataka,29,Koppal,543,Koppal,4,2,3,9,37,6,6,2,14,146,NaN,NaN,NaN,NaN,NaN
336,2021,Karnataka,29,Mandya,544,Mandya,0,0,0,0,196,0,0,0,0,428,NaN,NaN,NaN,NaN,NaN
337,2021,Karnataka,29,Dakshina Kannada,534,Mangaluru City,2,3,1,6,85,5,4,2,11,83,NaN,NaN,NaN,NaN,NaN
338,2021,Karnataka,29,Mysuru,545,Mysuru City,13,4,0,17,143,19,1,0,20,186,NaN,NaN,NaN,NaN,NaN
339,2021,Karnataka,29,Mysuru,545,Mysuru District,10,8,4,22,213,12,8,6,26,398,NaN,NaN,NaN,NaN,NaN
340,2021,Karnataka,29,Raichur,546,Raichur,9,1,1,11,48,14,2,1,17,129,NaN,NaN,NaN,NaN,NaN
341,2021,Karnataka,29,Bengaluru Urban,525,K.Railways,2,0,0,2,5,1,0,0,1,10,NaN,NaN,NaN,NaN,NaN
342,2021,Karnataka,29,Ramanagara,631,Ramanagara,10,6,10,26,148,8,4,8,20,329,NaN,NaN,NaN,NaN,NaN
343,2021,Karnataka,29,Shivamogga,547,Shimoga,26,0,0,26,218,27,0,3,30,436,NaN,NaN,NaN,NaN,NaN
344,2021,Karnataka,29,Tumakuru,548,Tumakuru,13,0,0,13,171,21,4,1,26,535,NaN,NaN,NaN,NaN,NaN
345,2021,Karnataka,29,Udupi,549,Udupi,3,3,4,10,93,3,3,4,10,94,NaN,NaN,NaN,NaN,NaN
346,2021,Karnataka,29,Uttara Kannada,550,Uttara Kannada,17,2,1,20,96,5,0,0,5,182,NaN,NaN,NaN,NaN,NaN
347,2021,Karnataka,29,Yadgir,635,Yadgiri,6,0,0,6,27,2,2,0,4,69,NaN,NaN,NaN,NaN,NaN
348,2021,Karnataka,29,Belagavi,527,Belagavi City,4,2,2,8,57,6,4,4,14,91,NaN,NaN,NaN,NaN,NaN
349,2021,Karnataka,29,Kalaburagi,538,Kalaburgi City,0,0,3,3,33,0,0,9,9,75,NaN,NaN,NaN,NaN,NaN
350,2021,Kerala,32,Alappuzha,554,Alapuzha,6,9,22,37,176,18,6,36,60,467,NaN,NaN,NaN,NaN,NaN
351,2021,Kerala,32,Ernakulam,555,Ernakulam Commr.,3,13,8,24,102,9,5,13,27,198,NaN,NaN,NaN,NaN,NaN
352,2021,Kerala,32,Ernakulam,555,Ernakulam Rural,18,17,14,49,179,16,9,30,55,338,NaN,NaN,NaN,NaN,6
353,2021,Kerala,32,Idukki,556,Idukki,17,19,18,54,101,10,10,16,36,200,NaN,NaN,NaN,NaN,NaN
354,2021,Kerala,32,Kannur,557,Kannur City,2,2,6,10,52,8,2,9,19,89,NaN,NaN,NaN,NaN,NaN
355,2021,Kerala,32,Kasaragod,558,Kasargod,7,8,10,25,85,9,13,7,29,148,NaN,NaN,NaN,NaN,NaN
356,2021,Kerala,32,Kollam,559,Kollam Commr.,26,17,12,55,157,20,15,14,49,482,NaN,NaN,NaN,NaN,NaN
357,2021,Kerala,32,Kollam,559,Kollam Rural,5,10,7,22,100,5,10,52,67,296,NaN,NaN,NaN,NaN,NaN
358,2021,Kerala,32,Kottayam,560,Kottayam,9,6,15,30,128,3,7,47,57,291,NaN,NaN,NaN,NaN,39
359,2021,Kerala,32,Kozhikode,561,Kozhikode Commr.,9,14,12,35,143,6,13,16,35,152,NaN,NaN,NaN,NaN,NaN
360,2021,Kerala,32,Kozhikode,561,Kozhikode Rural,16,15,12,43,121,9,16,12,37,275,NaN,NaN,NaN,NaN,NaN
361,2021,Kerala,32,Malappuram,562,Malappuram,19,26,34,79,168,18,21,54,93,293,NaN,NaN,NaN,NaN,NaN
362,2021,Kerala,32,Palakkad,563,Palakkad,31,9,7,47,150,29,12,18,59,369,NaN,NaN,NaN,NaN,NaN
363,2021,Kerala,32,Pathanamthitta,564,Pathanamthitta,17,10,10,37,116,14,10,10,34,281,NaN,NaN,NaN,NaN,NaN
364,2021,Kerala,32,Thiruvananthapuram,565,Railways,0,0,1,1,6,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
365,2021,Kerala,32,Thrissur,566,Thrissur Commr.,16,6,6,28,131,22,12,25,59,286,NaN,NaN,NaN,NaN,NaN
366,2021,Kerala,32,Thrissur,566,Thrissur Rural,12,8,8,28,146,9,5,26,40,262,NaN,NaN,NaN,NaN,NaN
367,2021,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,7,9,20,36,137,8,4,28,40,206,NaN,NaN,NaN,NaN,6
368,2021,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,14,18,13,45,207,20,6,34,60,441,NaN,NaN,NaN,NaN,NaN
369,2021,Kerala,32,Wayanad,567,Wayanadu,9,5,3,17,43,10,6,12,28,101,NaN,NaN,NaN,NaN,NaN
370,2021,Kerala,32,Thiruvananthapuram,565,Crime Branch,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
371,2021,Kerala,32,Kannur,557,Kannur Rural,3,3,2,8,44,12,1,2,15,109,NaN,NaN,NaN,NaN,NaN
372,2021,Madhya Pradesh,23,Agar Malwa,667,Agar,0,0,6,6,53,0,3,33,36,154,NaN,NaN,NaN,NaN,NaN
373,2021,Madhya Pradesh,23,Alirajpur,639,Alirajpur,0,1,4,5,56,0,12,90,102,344,NaN,NaN,NaN,NaN,NaN
374,2021,Madhya Pradesh,23,Anuppur,390,Anuppur,4,5,7,16,113,2,38,65,105,273,NaN,NaN,NaN,NaN,NaN
375,2021,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,3,9,7,19,121,0,44,58,102,274,NaN,NaN,NaN,NaN,NaN
376,2021,Madhya Pradesh,23,Balaghat,392,Balaghat,12,7,3,22,290,8,62,132,202,760,NaN,NaN,NaN,NaN,NaN
377,2021,Madhya Pradesh,23,Barwani,393,Barwani,1,2,1,4,119,4,96,44,144,461,NaN,NaN,NaN,NaN,NaN
378,2021,Madhya Pradesh,23,Betul,394,Betul,3,3,4,10,233,2,29,97,128,735,NaN,NaN,NaN,NaN,NaN
379,2021,Madhya Pradesh,23,Bhind,395,Bhind,0,13,15,28,85,6,37,62,105,132,NaN,NaN,NaN,NaN,NaN
380,2021,Madhya Pradesh,23,Bhopal,396,Bhopal,18,62,92,172,7,11,95,278,384,8,NaN,NaN,NaN,NaN,NaN
381,2021,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,0,0,2,2,20,0,0,0,0,29,NaN,NaN,NaN,NaN,NaN
382,2021,Madhya Pradesh,23,Burhanpur,397,Burhanpur,3,11,6,20,84,11,20,32,63,200,NaN,NaN,NaN,NaN,NaN
383,2021,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,0,27,20,47,204,0,62,134,196,483,NaN,NaN,NaN,NaN,NaN
384,2021,Madhya Pradesh,23,Chhindwara,399,Chhindwara,1,5,9,15,340,4,38,91,133,983,NaN,NaN,NaN,NaN,NaN
385,2021,Madhya Pradesh,23,Damoh,400,Damoh,5,15,9,29,246,1,42,94,137,142,NaN,NaN,NaN,NaN,NaN
386,2021,Madhya Pradesh,23,Datia,401,Datia,0,0,10,10,100,0,0,44,44,177,NaN,NaN,NaN,NaN,NaN
387,2021,Madhya Pradesh,23,Dewas,402,Dewas,4,8,10,22,125,25,100,120,245,590,NaN,NaN,NaN,NaN,NaN
388,2021,Madhya Pradesh,23,Dhar,403,Dhar,6,11,14,31,311,14,175,295,484,1218,NaN,NaN,NaN,NaN,NaN
389,2021,Madhya Pradesh,23,Dindori,404,Dindori,1,4,5,10,45,2,63,49,114,208,NaN,NaN,NaN,NaN,NaN
390,2021,Madhya Pradesh,23,Guna,406,Guna,3,9,6,18,205,0,51,75,126,399,NaN,NaN,NaN,NaN,NaN
391,2021,Madhya Pradesh,23,Gwalior,407,Gwalior,14,56,50,120,563,7,94,150,251,973,NaN,NaN,NaN,NaN,NaN
392,2021,Madhya Pradesh,23,Harda,408,Harda,1,10,0,11,137,0,13,122,135,0,NaN,NaN,NaN,NaN,NaN
393,2021,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,20,22,175,217,411,25,14,21,60,189,NaN,NaN,NaN,NaN,NaN
394,2021,Madhya Pradesh,23,Indore,410,Indore,36,64,88,188,1229,51,286,432,769,3515,NaN,NaN,NaN,NaN,NaN
395,2021,Madhya Pradesh,23,Indore,410,Indore Railway,4,2,0,6,3,6,0,0,6,14,NaN,NaN,NaN,NaN,NaN
396,2021,Madhya Pradesh,23,Jabalpur,411,Jabalpur,0,46,69,115,920,2,66,334,402,1449,NaN,NaN,NaN,NaN,NaN
397,2021,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,0,1,0,1,20,0,0,1,1,11,NaN,NaN,NaN,NaN,NaN
398,2021,Madhya Pradesh,23,Jhabua,412,Jhabua,2,3,2,7,60,1,24,72,97,358,NaN,NaN,NaN,NaN,NaN
399,2021,Madhya Pradesh,23,Katni,413,Katni,12,7,28,47,243,5,8,171,184,573,NaN,NaN,NaN,NaN,NaN
400,2021,Madhya Pradesh,23,Indore,410,Khandwa,3,6,8,17,0,3,55,127,185,0,NaN,NaN,NaN,NaN,NaN
401,2021,Madhya Pradesh,23,Khargone,414,Khargone,20,30,18,68,226,32,39,297,368,810,NaN,NaN,NaN,NaN,NaN
402,2021,Madhya Pradesh,23,Mandla,415,Mandla,1,9,10,20,154,2,51,96,149,396,NaN,NaN,NaN,NaN,NaN
403,2021,Madhya Pradesh,23,Mandsaur,416,Mandsaur,2,6,18,26,253,1,27,126,154,616,NaN,NaN,NaN,NaN,NaN
404,2021,Madhya Pradesh,23,Morena,417,Morena,2,17,31,50,242,3,13,89,105,267,NaN,NaN,NaN,NaN,NaN
405,2021,Madhya Pradesh,23,Narsinghpur,418,Narsinghpur,0,6,17,23,276,1,4,169,174,459,NaN,NaN,NaN,NaN,NaN
406,2021,Madhya Pradesh,23,Neemuch,419,Neemuch,3,5,5,13,135,3,45,32,80,400,NaN,NaN,NaN,NaN,NaN
407,2021,Madhya Pradesh,23,Panna,420,Panna,8,15,10,33,135,2,82,68,152,364,NaN,NaN,NaN,NaN,NaN
408,2021,Madhya Pradesh,23,Raisen,421,Raisen,0,12,19,31,251,2,94,134,230,636,NaN,NaN,NaN,NaN,NaN
409,2021,Madhya Pradesh,23,Rajgarh,422,Rajgarh,0,6,11,17,139,0,47,93,140,402,NaN,NaN,NaN,NaN,NaN
410,2021,Madhya Pradesh,23,Ratlam,423,Ratlam,3,8,13,24,286,2,52,222,276,909,NaN,NaN,NaN,NaN,NaN
411,2021,Madhya Pradesh,23,Rewa,424,Rewa,5,46,87,138,8,21,124,135,280,4,NaN,NaN,NaN,NaN,NaN
412,2021,Madhya Pradesh,23,Sagar,425,Sagar,5,25,51,81,528,10,52,249,311,1057,NaN,NaN,NaN,NaN,NaN
413,2021,Madhya Pradesh,23,Satna,426,Satna,24,44,57,125,310,52,63,125,240,649,NaN,NaN,NaN,NaN,NaN
414,2021,Madhya Pradesh,23,Seoni,428,Seoni,8,12,8,28,231,10,43,108,161,588,NaN,NaN,NaN,NaN,NaN
415,2021,Madhya Pradesh,23,Shahdol,429,Shahdol,6,34,25,65,200,8,111,75,194,436,NaN,NaN,NaN,NaN,NaN
416,2021,Madhya Pradesh,23,Shajapur,430,Shajapur,9,7,3,19,102,2,30,56,88,281,NaN,NaN,NaN,NaN,NaN
417,2021,Madhya Pradesh,23,Sheopur,431,Sheopur,3,5,4,12,35,0,0,15,15,94,NaN,NaN,NaN,NaN,NaN
418,2021,Madhya Pradesh,23,Shivpuri,432,Shivpuri,10,8,4,22,214,18,113,60,191,420,NaN,NaN,NaN,NaN,NaN
419,2021,Madhya Pradesh,23,Sidhi,433,Sidhi,2,14,22,38,109,8,36,86,130,361,NaN,NaN,NaN,NaN,NaN
420,2021,Madhya Pradesh,23,Sehore,427,Sehore,7,2,3,12,177,1,65,46,112,485,NaN,NaN,NaN,NaN,NaN
421,2021,Madhya Pradesh,23,Singrauli,638,Singrauli,3,17,6,26,86,4,41,62,107,249,NaN,NaN,NaN,NaN,NaN
422,2021,Madhya Pradesh,23,Tikamgarh,434,Tikamgarh,3,13,5,21,47,1,61,55,117,182,NaN,NaN,NaN,NaN,NaN
423,2021,Madhya Pradesh,23,Ujjain,435,Ujjain,18,0,19,37,410,30,176,176,382,894,NaN,NaN,NaN,NaN,NaN
424,2021,Madhya Pradesh,23,Umaria,436,Umaria,0,5,10,15,0,2,22,53,77,0,NaN,NaN,NaN,NaN,NaN
425,2021,Madhya Pradesh,23,Vidisha,437,Vidisha,4,8,19,31,274,4,22,179,205,507,NaN,NaN,NaN,NaN,NaN
426,2021,Madhya Pradesh,23,Bhopal,396,Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
427,2021,Madhya Pradesh,23,Niwari,722,Niwari,0,7,3,10,48,2,13,14,29,113,NaN,NaN,NaN,NaN,NaN
428,2021,Maharashtra,27,Ahmednagar,466,Ahmednagar,0,0,122,122,983,0,0,107,107,1608,NaN,NaN,NaN,NaN,NaN
429,2021,Maharashtra,27,Akola,467,Akola,21,0,0,21,301,28,0,0,28,505,NaN,NaN,NaN,NaN,NaN
430,2021,Maharashtra,27,Amravati,468,Amravati Commr.,0,0,0,0,265,0,0,0,0,391,NaN,NaN,NaN,NaN,NaN
431,2021,Maharashtra,27,Amravati,468,Amravati Rural,0,1,6,7,1,0,2,160,162,2,NaN,NaN,NaN,NaN,NaN
432,2021,Maharashtra,27,Aurangabad,469,Aurangabad Commr.,22,11,2,35,598,20,16,3,39,714,NaN,NaN,NaN,NaN,NaN
433,2021,Maharashtra,27,Aurangabad,469,Aurangabad Rural,0,0,0,0,22,0,0,0,0,104,NaN,NaN,NaN,NaN,NaN
434,2021,Maharashtra,27,Beed,470,Beed,4,3,0,7,292,10,6,0,16,437,NaN,NaN,NaN,NaN,NaN
435,2021,Maharashtra,27,Bhandara,471,Bhandara,1,0,5,6,217,1,10,49,60,466,NaN,NaN,NaN,NaN,NaN
436,2021,Maharashtra,27,Buldhana,472,Buldhana,21,24,5,50,312,22,20,3,45,583,NaN,NaN,NaN,NaN,NaN
437,2021,Maharashtra,27,Chandrapur,473,Chandrapur,0,0,0,0,507,0,0,0,0,908,NaN,NaN,NaN,NaN,NaN
438,2021,Maharashtra,27,Dhule,474,Dhule,4,0,197,201,197,3,0,0,3,356,NaN,NaN,NaN,NaN,NaN
439,2021,Maharashtra,27,Gadchiroli,475,Gadchiroli,9,2,0,11,123,11,6,20,37,228,NaN,NaN,NaN,NaN,NaN
440,2021,Maharashtra,27,Gondia,476,Gondia,0,0,0,0,89,0,0,0,0,382,NaN,NaN,NaN,NaN,NaN
441,2021,Maharashtra,27,Hingoli,477,Hingoli,0,0,3,3,119,0,0,1,1,165,NaN,NaN,NaN,NaN,NaN
442,2021,Maharashtra,27,Jalgaon,478,Jalgaon,41,29,20,90,706,47,28,10,85,1169,NaN,NaN,NaN,NaN,NaN
443,2021,Maharashtra,27,Jalna,479,Jalna,0,3,8,11,6,0,10,36,46,0,NaN,NaN,NaN,NaN,NaN
444,2021,Maharashtra,27,Kolhapur,480,Kolhapur,16,1,0,17,735,17,0,0,17,1395,NaN,NaN,NaN,NaN,NaN
445,2021,Maharashtra,27,Latur,481,Latur,0,0,0,0,246,0,0,0,0,435,NaN,NaN,NaN,NaN,NaN
446,2021,Maharashtra,27,Mumbai,482,Mumbai Commr.,57,192,200,449,3337,46,540,562,1148,4120,NaN,NaN,NaN,NaN,4
447,2021,Maharashtra,27,Mumbai,482,Mumbai Railway,9,1,0,10,29,3,3,1,7,42,NaN,NaN,NaN,NaN,NaN
448,2021,Maharashtra,27,Nagpur,484,Nagpur Commr.,3,4,21,28,1357,2,1,3,6,1648,NaN,NaN,NaN,NaN,NaN
449,2021,Maharashtra,27,Nagpur,484,Nagpur Railway,0,0,0,0,11,0,0,0,0,8,NaN,NaN,NaN,NaN,NaN
450,2021,Maharashtra,27,Nagpur,484,Nagpur Rural,0,0,0,0,395,0,0,0,0,771,NaN,NaN,NaN,NaN,NaN
451,2021,Maharashtra,27,Nanded,485,Nanded,25,0,0,25,368,16,0,0,16,479,NaN,NaN,NaN,NaN,NaN
